descripcion,correlacion
correlacion_original_vs_descifrada,0.9999757536274252
correlacion_original_vs_descifrada,0.9999757536274252
correlacion_original_vs_descifrada,0.9999757536274252
correlacion_original_vs_descifrada,0.9999757536274252
correlacion_original_vs_descifrada,0.9999757536274252
correlacion_original_vs_descifrada,0.9999757536274252
correlacion_original_vs_descifrada,0.9999757536274252
correlacion_original_vs_descifrada,0.9999757536274252
correlacion_original_vs_descifrada,0.9999757333977767
correlacion_original_vs_descifrada,0.9999757693036009
correlacion_original_vs_descifrada,0.999975853634219
correlacion_original_vs_descifrada,0.9999759048478617
correlacion_original_vs_descifrada,0.9999759570934152
correlacion_original_vs_descifrada,0.9999759570934152
correlacion_original_vs_descifrada,0.9999759570934152
correlacion_original_vs_descifrada,0.9999759570934152
correlacion_original_vs_descifrada,-0.08784779235499322
correlacion_original_vs_descifrada,-0.08784779235499322
correlacion_original_vs_descifrada,0.9998129307637119
correlacion_original_vs_descifrada,-0.286132148237562
correlacion_original_vs_descifrada,0.9999757473915667
correlacion_original_vs_descifrada,0.9999757921386697
correlacion_original_vs_descifrada,0.9999757921386697
correlacion_original_vs_descifrada,0.9999757921386697
correlacion_original_vs_descifrada,1.0
correlacion_original_vs_descifrada,1.0
correlacion_original_vs_descifrada,-0.017333006131987957
correlacion_original_vs_descifrada,-0.01687586584092027
correlacion_original_vs_descifrada,0.9999999999999998
correlacion_original_vs_descifrada,1.0
correlacion_original_vs_descifrada,1.0
correlacion_original_vs_descifrada,0.8683809506458197
correlacion_original_vs_descifrada,0.7153925659763641
correlacion_original_vs_descifrada,1.0
correlacion_original_vs_descifrada,0.017526202033704027
correlacion_original_vs_descifrada,1.0
