descripcion,coef_corr
correlacion_original_vs_descifrada,0.9999776875307741
correlacion_original_vs_descifrada,0.999831608903577
correlacion_original_vs_descifrada,0.999831608903577
correlacion_original_vs_descifrada,0.9999776875307741
correlacion_original_vs_descifrada,0.999831608903577
correlacion_original_vs_descifrada,0.039671195900228155
correlacion_original_vs_descifrada,0.056601479270997866
correlacion_original_vs_descifrada,0.051804067019234956
correlacion_original_vs_descifrada,0.012564515571027548
correlacion_original_vs_descifrada,0.9999799466507006
correlacion_original_vs_descifrada,0.9999799466507006
correlacion_original_vs_descifrada,0.9999799466507006
correlacion_original_vs_descifrada,0.9999799466507006
correlacion_original_vs_descifrada,0.9999799466507006
correlacion_original_vs_descifrada,0.9999799466507006
correlacion_original_vs_descifrada,0.9999799466507006
correlacion_original_vs_descifrada,0.9999799466507006
correlacion_original_vs_descifrada,0.9999799466507006
correlacion_original_vs_descifrada,0.9999799466507006
correlacion_original_vs_descifrada,0.9999799466507006
correlacion_original_vs_descifrada,0.9999799466507006
correlacion_original_vs_descifrada,0.9999799466507006
